credit_card_number,ipv4           ,state
675901443647      ,10.19.235.131  ,FL
30204811601030    ,192.168.91.161 ,VT
30264501657189    ,192.168.142.120,NC
571338525652      ,10.120.234.49  ,ID
30370250342251    ,192.168.105.37 ,TN
585325520534      ,192.168.137.8  ,OK
5387847625003435  ,10.68.224.8    ,NV
676376054109      ,172.26.198.148 ,TX
570324359704      ,192.168.82.190 ,SC
30378590960096    ,192.168.227.255,MI
30336155334909    ,172.24.124.242 ,RI
60460173564       ,172.19.55.187  ,AL
676357222451      ,192.168.62.149 ,OR
582510614156      ,172.25.3.154   ,IN
578514341218      ,10.79.14.98    ,AR
5323877787146323  ,172.30.95.207  ,NY
2222353191406025  ,10.176.187.96  ,DE
2229231758837738  ,10.196.221.174 ,FL
639043063994      ,10.193.53.17   ,NM
2221225759272083  ,192.168.38.48  ,WI
60489198584       ,10.125.167.131 ,CO
585998188379      ,10.135.228.124 ,TX
588272213673      ,10.119.234.10  ,PA
676251169600      ,172.29.61.90   ,MT
30327952897792    ,172.22.212.201 ,WV
2229597552597243  ,10.243.107.201 ,SC
2223631312945750  ,10.221.223.59  ,IN
676368953722      ,192.168.201.223,WV
561062394821      ,192.168.236.38 ,WY
676325628847      ,192.168.26.173 ,FL
586926731603      ,172.24.128.207 ,OH
577826134691      ,10.151.114.2   ,DE
630428138584      ,192.168.123.68 ,OR
2227062917940556  ,192.168.146.238,RI
676144235766      ,172.23.104.145 ,ME
574030542330      ,10.53.67.176   ,FL
2222139786430961  ,192.168.213.206,DC
564322923512      ,192.168.27.189 ,KS
567165146323      ,192.168.180.177,WA
2224729125419820  ,172.20.117.114 ,NM
2224995886349718  ,172.26.173.81  ,AK
639040118379      ,192.168.2.237  ,WY
60407092240       ,10.135.40.129  ,NY
676357667853      ,10.193.229.83  ,PA
676250393235      ,192.168.75.49  ,KY
639099324738      ,192.168.190.135,FL
30329359874150    ,192.168.248.145,NY
676238317272      ,172.16.45.114  ,SC
675922575005      ,172.22.92.36   ,CA
574773861095      ,172.16.12.239  ,NH
30272698697967    ,192.168.103.66 ,VA
30289292734533    ,10.109.120.127 ,IN
639011541260      ,172.21.91.73   ,IL
675960396256      ,10.3.168.87    ,TN
60427457951       ,192.168.246.180,SD
60490777541       ,192.168.228.161,MS
2229741744574559  ,192.168.18.171 ,ME
675922828032      ,172.29.165.254 ,SD
676161984536      ,192.168.101.174,LA
60470227236       ,192.168.218.90 ,IN
2223287887088771  ,172.20.94.119  ,OR
584797986406      ,192.168.86.228 ,KY
676225383246      ,10.59.231.40   ,IL
630483579060      ,172.17.84.78   ,WY
5356971243377976  ,192.168.111.49 ,GA
2226714186990966  ,192.168.227.63 ,WI
630497475586      ,10.72.93.210   ,SC
586949888216      ,10.164.8.225   ,MS
5370218853422326  ,192.168.179.181,NV
2227524615014299  ,192.168.46.76  ,WY
639051599905      ,172.27.153.213 ,IA
676309600556      ,172.25.222.79  ,AL
576970774955      ,10.176.227.31  ,WY
60433181397       ,10.248.143.177 ,UT
5351706895439368  ,10.157.125.149 ,WA
30344425194764    ,192.168.131.119,SD
60432526634       ,192.168.109.200,DE
639045812893      ,10.72.100.213  ,MI
564821215618      ,172.18.108.55  ,MD
675956268253      ,192.168.218.75 ,NE
5387765553930017  ,192.168.103.184,DC
2227499892274728  ,192.168.90.242 ,MO
30382996328056    ,192.168.63.163 ,NH
676114357012      ,192.168.120.112,CA
30253350045497    ,10.54.16.10    ,MA
676378587536      ,10.74.240.199  ,UT
585247545114      ,10.105.80.122  ,FL
639005929372      ,10.218.253.186 ,NJ
562681540679      ,192.168.74.182 ,VA
676127012729      ,10.203.142.215 ,DC
676187754095      ,172.22.95.18   ,OK
675954009683      ,172.30.244.18  ,ID
30222963803709    ,192.168.5.207  ,HI
639016611837      ,10.186.197.2   ,WI
675900718924      ,172.24.150.166 ,MS
639046070558      ,192.168.90.246 ,LA
30285336120416    ,192.168.134.240,NE
676142134029      ,192.168.214.221,NH
589089049649      ,192.168.35.14  ,GA
2227701288370790  ,192.168.21.79  ,PA
5376819927778090  ,10.153.209.27  ,OK
583399048078      ,172.26.247.191 ,MI
676251106321      ,10.248.136.244 ,DC
676142099651      ,172.17.174.49  ,NJ
567280710003      ,192.168.159.206,SC
60472349038       ,10.31.14.216   ,NJ
676272679314      ,172.28.35.81   ,KS
60478088416       ,192.168.246.48 ,DE
60454429394       ,10.239.90.103  ,MD
30285189737902    ,192.168.187.166,GA
676274974291      ,192.168.34.208 ,MD
30304974416026    ,192.168.191.249,WY
565299247876      ,172.27.207.18  ,IA
676249814945      ,10.235.123.65  ,KS
676142238879      ,10.138.46.53   ,NM
583549981947      ,172.27.110.139 ,MS
5372192509992263  ,192.168.55.202 ,TN
2227486151492281  ,172.19.90.14   ,ND
30298536563251    ,10.23.179.36   ,IA
30300665592489    ,10.123.85.19   ,VT
60454435607       ,192.168.222.179,IA
5327524159690555  ,192.168.137.57 ,NE
589169752666      ,192.168.46.172 ,PA
5333248552491435  ,192.168.79.213 ,NH
676156234582      ,192.168.183.238,CO
60499308389       ,10.21.144.216  ,WA
571568046445      ,172.26.180.29  ,IL
30230126543419    ,10.30.254.121  ,CO
563503191725      ,192.168.226.156,VT
30220615365887    ,10.38.163.78   ,MN
584168501487      ,172.25.81.74   ,SD
30368094822181    ,192.168.127.134,NM
565882646989      ,192.168.23.75  ,MS
630455980395      ,10.59.254.66   ,CA
630436602639      ,10.164.123.113 ,WV
630436105559      ,10.169.171.216 ,AZ
30382625536194    ,10.19.20.252   ,NH
2223309246147112  ,10.223.226.153 ,TX
30370602995970    ,10.87.150.62   ,AK
60475248641       ,172.16.15.134  ,WI
5316732874484054  ,10.252.216.224 ,MI
30264197260355    ,192.168.83.73  ,DE
2224352732888277  ,172.30.250.18  ,NJ
563082295160      ,10.189.115.231 ,MD
676214761535      ,192.168.169.228,PA
5373080670619402  ,192.168.153.132,SD
570666192218      ,172.18.17.205  ,UT
2229809416008592  ,172.21.112.25  ,CO
676154355801      ,172.29.93.176  ,AR
577357894689      ,192.168.22.126 ,SD
30376844241925    ,10.69.135.116  ,RI
676104198814      ,172.16.210.172 ,NH
587937708820      ,192.168.151.42 ,MS
2227720854320393  ,172.25.55.8    ,PA
676230026632      ,172.17.176.242 ,IA
568561512951      ,10.161.230.227 ,IL
565112549607      ,192.168.46.188 ,VA
2227812782750989  ,10.153.23.37   ,MO
676240121175      ,192.168.69.206 ,DE
675971894901      ,172.16.153.242 ,OH
676176925185      ,10.123.157.253 ,UT
562168732047      ,10.16.26.133   ,WA
2222784661285905  ,172.24.165.212 ,WV
5395318774458069  ,192.168.163.111,OK
2224601724844924  ,10.21.249.98   ,FL
676262589796      ,10.31.55.124   ,OR
2227318024648007  ,192.168.128.20 ,CO
576063932148      ,192.168.228.144,MS
5341942064972920  ,10.2.88.11     ,PA
578147621861      ,192.168.178.139,AK
60437492303       ,172.22.194.142 ,KS
676307362365      ,172.24.47.39   ,OH
2223564783585872  ,192.168.251.208,SD
30303294276128    ,10.211.58.79   ,WA
5397466510371415  ,10.134.89.99   ,ID
675909269903      ,172.21.140.222 ,WI
676253987355      ,10.45.153.126  ,MS
676211583072      ,192.168.213.226,NH
30273556320544    ,172.16.39.29   ,TN
675924319477      ,192.168.194.151,CO
30258708011281    ,172.31.18.123  ,IA
30269987250797    ,10.240.178.8   ,AR
630488453055      ,10.41.190.242  ,KY
5361078550583643  ,172.25.108.204 ,RI
675935920768      ,10.1.24.124    ,MD
30365244450178    ,10.117.183.133 ,ID
5372718209389861  ,192.168.182.47 ,WV
5365693951935469  ,172.19.38.138  ,NV
30309491048723    ,172.24.215.36  ,MO
30280665225605    ,172.30.12.23   ,IA
30330142826440    ,10.211.125.185 ,WY
5342446410398086  ,192.168.224.162,MS
2227619857012645  ,192.168.197.16 ,ID
5361672905029995  ,10.210.185.172 ,OR
30324785210723    ,172.27.171.184 ,AK
30361258522127    ,172.22.180.149 ,KY
2224136837911575  ,192.168.218.198,ME
676205410605      ,10.211.127.188 ,MA
569609812353      ,172.18.22.11   ,NY
675956670094      ,172.25.154.189 ,HI
30212324299333    ,172.23.111.209 ,GA
676137303365      ,10.241.71.43   ,CO
2224731661401881  ,192.168.221.145,MN
30352820737111    ,10.49.243.153  ,MD
675999634289      ,192.168.4.54   ,WA
676285778780      ,172.20.25.43   ,MT
676218409446      ,172.29.167.7   ,AZ
2224663913358967  ,10.71.50.233   ,PA
675953101317      ,192.168.102.228,OK
639014761956      ,172.24.7.17    ,VT
60410184083       ,10.220.109.229 ,MI
676126427423      ,192.168.20.97  ,NV
580481175132      ,192.168.243.102,PA
586343188148      ,172.21.112.1   ,MO
676128048540      ,10.8.37.109    ,MO
639071325331      ,172.23.111.21  ,UT
675980124829      ,172.28.33.165  ,ND
630495747564      ,192.168.144.248,IA
30290198944945    ,192.168.72.81  ,AZ
675981780397      ,192.168.224.174,VA
30361124885757    ,172.26.110.162 ,DC
60486559697       ,192.168.20.48  ,FL
2221705689853680  ,192.168.15.242 ,NM
30380898511811    ,192.168.194.172,RI
2221524762096400  ,172.23.225.152 ,GA
60418964262       ,10.187.69.124  ,DC
583267445976      ,10.251.108.175 ,CA
5334769358717714  ,10.79.242.57   ,TX
560251033463      ,192.168.247.163,IL
30390938495834    ,192.168.144.17 ,CO
676333809405      ,192.168.60.164 ,IA
676197376921      ,192.168.224.185,SC
578188363829      ,172.24.39.175  ,NM
30377701594935    ,172.31.162.55  ,CA
675992116862      ,172.24.192.48  ,VT
30222040383386    ,192.168.53.213 ,FL
676193588321      ,172.16.4.145   ,ND
30287401406043    ,172.26.7.222   ,WA
675996817101      ,10.24.242.6    ,MA
2229642871778692  ,172.28.253.25  ,MD
563087385180      ,172.29.22.83   ,AK
30218940498183    ,172.28.40.198  ,HI
562932960858      ,172.31.98.76   ,AZ
2224640597727568  ,10.14.49.19    ,WI
5348247965158659  ,192.168.60.65  ,PA
639010362072      ,192.168.195.57 ,LA
60418291898       ,172.24.216.244 ,SD
30232656348748    ,172.20.180.117 ,IN
639044286040      ,192.168.2.214  ,VA
577284495766      ,172.29.47.251  ,MN
60476960111       ,192.168.233.224,MT
639081992104      ,10.243.131.160 ,AR
2225247346380159  ,10.131.33.38   ,WA
630472432859      ,192.168.160.211,HI
676125378023      ,172.31.144.241 ,MD
639053837907      ,192.168.138.66 ,FL
5310185760243371  ,10.104.37.80   ,IL
582286228835      ,192.168.198.102,MI
579684387478      ,172.16.71.203  ,MS
676346114744      ,10.225.25.7    ,TX
30316130299518    ,10.238.230.195 ,MO
2225766500518924  ,172.18.76.192  ,UT
2229139060098271  ,172.24.210.196 ,LA
30272128781316    ,192.168.151.219,TX
571961753894      ,10.220.215.29  ,CT
675938665014      ,10.150.153.90  ,DE
639041650768      ,192.168.26.229 ,DE
60411522059       ,10.225.243.160 ,MT
2222039337273045  ,10.231.44.74   ,ND
30247537160773    ,192.168.64.229 ,AR
639038276171      ,192.168.77.8   ,CO
2228386336251868  ,10.152.129.176 ,AZ
589234893354      ,192.168.174.88 ,VA
639087677881      ,172.25.207.219 ,ID
60456141534       ,10.226.183.152 ,MO
676197408880      ,192.168.251.196,DE
5359540519368246  ,172.26.98.126  ,WY
2223212674750318  ,172.19.133.99  ,ND
60422793988       ,192.168.177.60 ,NJ
676359766257      ,192.168.76.170 ,AR
675956359599      ,192.168.243.213,MN
60424905549       ,10.24.81.178   ,GA
630406332266      ,192.168.0.78   ,NJ
676358636246      ,192.168.52.109 ,MN
30249975777795    ,172.20.173.201 ,ID
575302909651      ,172.18.237.38  ,UT
676301777303      ,10.173.172.204 ,UT
30250996565953    ,10.231.37.78   ,MD
30288642161009    ,10.115.84.153  ,VT
30389348245854    ,10.165.234.30  ,OK
676258588216      ,172.18.170.101 ,WV
639052921868      ,192.168.156.58 ,TN
2224195701324364  ,192.168.178.202,AL
30257345311443    ,10.224.216.254 ,NM
676375439194      ,192.168.242.211,GA
676155139667      ,192.168.11.19  ,HI
588213914322      ,172.29.137.6   ,LA
675939075742      ,10.6.213.6     ,PA
639098668002      ,10.233.94.201  ,HI
2224484574962348  ,192.168.246.17 ,MS
568770963482      ,172.30.209.88  ,LA
676309078829      ,10.184.124.36  ,MO
5361276498590320  ,10.79.221.66   ,CA
676113208380      ,10.103.58.51   ,MN
5305855392007025  ,172.21.251.66  ,WA
586430854545      ,172.31.28.183  ,MI
639083742135      ,172.28.115.164 ,CT
676258805644      ,192.168.112.171,KY
578187909978      ,10.245.91.189  ,GA
676173647915      ,172.20.229.220 ,NJ
676270920702      ,172.27.175.250 ,MS
639065734936      ,172.29.144.195 ,AZ
5371320426787562  ,192.168.9.153  ,WA
675988499108      ,10.241.255.236 ,RI
564209623839      ,10.156.137.102 ,AL
30265474592659    ,172.20.73.77   ,MS
2225177480461640  ,192.168.12.105 ,OR
575032188220      ,10.33.151.254  ,KS
630455594550      ,172.28.74.110  ,CO
630405901954      ,10.202.46.12   ,NC
676243579734      ,192.168.221.190,NE
30313065002744    ,192.168.71.69  ,UT
60497273163       ,172.19.106.114 ,OH
30280844609950    ,192.168.12.130 ,MS
574824046332      ,10.187.39.87   ,WA
5370143022800899  ,192.168.38.82  ,MO
2228211650129724  ,172.25.53.67   ,MD
675964277999      ,192.168.9.1    ,MT
675910708501      ,172.17.198.210 ,NC
676290651659      ,172.30.74.51   ,AL
676369035909      ,172.28.251.41  ,WV
675993136919      ,172.28.185.243 ,VA
2226785267770253  ,192.168.205.78 ,CO
2226132074214052  ,10.70.29.199   ,NE
30316261387009    ,172.29.108.227 ,LA
2222067747953773  ,172.20.168.141 ,MA
30221044226591    ,10.22.174.109  ,ME
5314761220234527  ,192.168.54.164 ,NE
5383502372501156  ,192.168.254.234,ND
5314758877189012  ,10.10.1.190    ,UT
676280958767      ,192.168.105.12 ,SC
630403953213      ,172.24.217.110 ,CA
5352229539459931  ,172.28.51.99   ,MT
5384518281853354  ,10.35.206.220  ,AK
639070994608      ,192.168.164.153,DE
572779071131      ,172.30.251.58  ,OR
5327227746100969  ,10.36.12.117   ,AR
676157305761      ,10.95.198.66   ,OR
30375006330286    ,172.29.14.79   ,GA
630435432202      ,10.90.129.181  ,NY
60420156238       ,172.18.47.247  ,MD
60457044075       ,172.24.255.159 ,VT
60416112971       ,192.168.198.95 ,AL
572273964526      ,192.168.221.29 ,VT
30226384793902    ,10.189.26.239  ,WI
2225871570850676  ,172.21.28.31   ,VT
675952462835      ,172.25.95.226  ,DE
30372742587089    ,172.17.218.91  ,IL
30295772281515    ,192.168.181.214,CT
30330307093372    ,172.23.72.209  ,MO
572198665430      ,192.168.158.187,FL
675907578453      ,10.58.211.0    ,MD
566995831104      ,172.18.100.231 ,CA
566807165410      ,192.168.9.72   ,ME
569033011838      ,172.28.85.105  ,IL
5363075601864087  ,192.168.232.255,OH
5309893869319926  ,192.168.29.112 ,WI
2225233814687580  ,172.20.217.185 ,DE
630456647092      ,10.185.63.89   ,NH
630479854659      ,172.29.67.37   ,MS
630457141004      ,10.155.80.139  ,GA
675937820404      ,192.168.245.159,AR
578199396321      ,10.47.245.222  ,CO
676349624889      ,10.221.221.93  ,NM
5386022489701349  ,10.250.90.109  ,DE
30386296036301    ,172.17.18.126  ,WY
5388013389456884  ,172.24.59.9    ,TN
60409717133       ,172.16.57.92   ,AZ
30223592864955    ,10.76.207.212  ,LA
5396346402988792  ,192.168.69.115 ,HI
5375664680557237  ,10.157.219.92  ,AK
586517789648      ,10.126.50.197  ,TN
30320271483873    ,10.97.72.50    ,DC
676324587374      ,192.168.116.39 ,NE
30398163786454    ,10.252.249.138 ,MN
577569672550      ,10.183.34.194  ,NY
5312199179701547  ,172.28.253.2   ,MD
60456574866       ,172.22.57.174  ,KY
30302153750199    ,10.105.53.121  ,CO
30305201798821    ,172.22.60.186  ,NV
571864408018      ,192.168.122.116,NH
30254204275991    ,172.27.126.170 ,OR
5348495454247398  ,172.30.165.236 ,HI
573042707949      ,10.240.244.84  ,OR
676311453028      ,192.168.196.84 ,AZ
2229349068068032  ,172.31.62.193  ,WV
5323696702673298  ,172.22.8.97    ,VA
676173278349      ,10.66.179.22   ,KS
639022450915      ,192.168.137.88 ,NH
564188912013      ,10.108.233.82  ,VT
30253772370408    ,192.168.3.204  ,NV
2221794786832557  ,192.168.199.158,NY
676323576287      ,10.25.202.143  ,IL
676165494508      ,10.100.55.30   ,TN
676317685433      ,10.169.120.254 ,MN
675947510227      ,172.25.31.49   ,MN
676170338443      ,172.21.32.172  ,VT
30294752024169    ,172.27.70.226  ,ND
5326013678384834  ,10.245.67.79   ,MN
676102334981      ,10.5.93.50     ,AZ
639077235484      ,10.186.53.104  ,VT
676318694129      ,192.168.26.80  ,KY
30347035681336    ,10.80.50.26    ,KY
566988104352      ,10.205.183.65  ,NH
676162104621      ,10.26.179.77   ,GA
579155537692      ,172.17.86.62   ,ME
30362489577450    ,10.84.118.180  ,MD
676351322190      ,10.223.120.29  ,AL
676314649143      ,172.20.0.34    ,MT
60425634916       ,10.89.8.141    ,VT
561500945556      ,172.22.32.97   ,IL
675995308052      ,172.29.125.149 ,DE
30210311806763    ,172.30.253.48  ,CT
676295517228      ,172.20.169.75  ,DC
30305393369027    ,10.16.197.205  ,DC
676286043101      ,10.211.23.96   ,ID
30241886854755    ,192.168.236.183,MT
30321181055132    ,10.98.172.27   ,MA
675990049933      ,172.20.198.158 ,OK
585300956703      ,172.18.99.86   ,CO
676298722189      ,192.168.238.236,WI
2222423424757567  ,10.57.204.157  ,AZ
584548201220      ,192.168.174.71 ,AL
30391614873211    ,10.163.154.129 ,MA
676190920626      ,172.21.198.64  ,PA
5359931306136070  ,10.59.100.114  ,NH
568791741214      ,192.168.197.249,WY
575754500800      ,172.22.115.127 ,MT
630409024357      ,10.148.163.128 ,OK
30257377610589    ,172.23.106.121 ,NV
675986567922      ,172.31.109.12  ,SC
676169534812      ,192.168.39.236 ,NC
639047811661      ,192.168.7.181  ,GA
560775752887      ,172.20.249.145 ,MS
639079750381      ,172.29.95.96   ,WY
2223534440738800  ,172.31.229.143 ,MD
30380652453481    ,192.168.126.195,CO
30379895538926    ,10.151.165.106 ,AK
676234843438      ,172.27.248.34  ,DE
30281176180339    ,192.168.170.33 ,AR
5332433552029812  ,172.17.227.26  ,PA
676163580746      ,172.30.57.37   ,KY
5337008629995503  ,172.27.21.183  ,UT
570602261267      ,192.168.24.103 ,WY
676375584361      ,192.168.228.119,UT
676175279923      ,10.239.210.46  ,DC
30363769252392    ,10.119.93.46   ,HI
30273214292671    ,10.175.207.232 ,CT
583375682726      ,10.135.240.192 ,AR
676380040706      ,172.18.103.82  ,AK
5394575677442331  ,172.31.240.136 ,CO
675920796876      ,172.24.111.191 ,IL
676313004977      ,192.168.115.199,ID
676320765677      ,192.168.149.141,MD
30203120943521    ,192.168.76.110 ,FL
60411287646       ,10.40.187.70   ,WA
30226453968013    ,10.200.39.230  ,FL
2225632973607893  ,10.6.195.76    ,OR
30311128036733    ,192.168.81.104 ,TN
585850546649      ,10.37.185.254  ,MS
30294164663828    ,192.168.3.145  ,GA
2226764251538000  ,172.23.42.215  ,VA
2225302585334118  ,192.168.195.183,TN
676382264031      ,10.12.113.97   ,WA
30394036569722    ,10.74.137.76   ,IL
630472284201      ,10.162.157.60  ,MS
30308612088964    ,10.26.99.145   ,AL
5317016695060205  ,10.229.97.174  ,NJ
676300002109      ,10.25.202.251  ,GA
30206250208078    ,172.28.4.171   ,IA
560281607849      ,192.168.41.250 ,OK
30255939287102    ,10.155.8.113   ,NY
2223487647369764  ,192.168.38.159 ,GA
2228126936509632  ,10.39.64.217   ,UT
30285722011690    ,172.29.138.111 ,OR
676351286734      ,10.22.139.220  ,DC
30284080661923    ,10.10.142.101  ,CA
30227697515313    ,192.168.173.6  ,WA
30306143157597    ,10.75.202.218  ,OK
675910005445      ,192.168.55.4   ,DC
5310101925699266  ,192.168.178.126,MS
676302298705      ,10.118.195.88  ,NM
30237074728009    ,172.17.249.39  ,NJ
675945750080      ,192.168.133.205,FL
2226844779818074  ,10.188.244.89  ,KY
30341843122047    ,192.168.115.206,ND
676115397538      ,172.25.133.193 ,WV
569109331995      ,172.25.104.47  ,WI
30351160662129    ,192.168.61.207 ,DC
581328932081      ,192.168.98.231 ,SD
30253137028725    ,192.168.194.19 ,NC
30321953696949    ,192.168.220.244,UT
675905616107      ,172.27.250.72  ,NJ
676136721732      ,192.168.177.67 ,NY
676224312022      ,172.22.255.121 ,ND
581764454566      ,172.27.18.1    ,TN
5341330693474387  ,192.168.143.101,MI
2227291316641537  ,10.28.64.207   ,KS
5322521391861510  ,192.168.130.190,ND
676360242165      ,172.19.118.28  ,ND
5330454277647045  ,10.235.230.47  ,HI
60481269573       ,192.168.214.112,NY
30259579015294    ,192.168.142.129,NM
30224360870133    ,10.31.141.167  ,OH
639058259271      ,192.168.157.189,SC
30363433405038    ,172.20.82.5    ,MS
675983121236      ,10.97.237.164  ,TN
30249571082244    ,192.168.208.47 ,DE
60454805551       ,172.18.165.89  ,MS
630462570841      ,10.171.210.154 ,MS
5372777422247538  ,192.168.190.27 ,MN
676114342105      ,10.177.219.226 ,CT
676389758068      ,172.28.75.75   ,IA
2223131969962711  ,172.26.158.253 ,OK
675953131397      ,10.34.195.56   ,CT
676342399026      ,172.23.120.132 ,WY
581528455024      ,10.89.35.25    ,CA
675932797391      ,10.152.126.60  ,WA
575454104523      ,10.148.6.209   ,AK
587902010574      ,10.42.190.86   ,TX
5341716586615989  ,10.148.98.216  ,DE
60412987368       ,172.28.138.67  ,NJ
676253347972      ,10.144.116.125 ,NJ
584471508575      ,10.195.101.165 ,ME
639054455550      ,172.30.49.13   ,SC
676204378985      ,172.29.71.158  ,AK
676102216055      ,172.28.150.161 ,MO
630492836998      ,192.168.195.96 ,PA
630462596960      ,192.168.14.31  ,AR
675904456075      ,10.128.161.223 ,NC
2225058695029127  ,192.168.15.75  ,OR
582042030954      ,192.168.106.148,OK
568028298483      ,172.30.11.77   ,CA
583388138062      ,10.41.211.74   ,PA
2223755180205649  ,10.70.103.94   ,MS
5338509193675743  ,172.21.144.43  ,CA
5315936167866536  ,172.28.251.93  ,KS
639052489668      ,192.168.105.180,CT
30282262960766    ,172.16.57.125  ,CA
675965993834      ,192.168.59.105 ,GA
5339512606774318  ,192.168.24.135 ,GA
5336298927299499  ,10.3.58.27     ,SD
5396749900482145  ,192.168.129.94 ,MN
676235274583      ,192.168.31.159 ,WV
676298929529      ,192.168.132.98 ,NE
30323965665649    ,172.23.156.9   ,TN
5346045590462732  ,10.213.63.165  ,AL
60463692578       ,10.82.250.80   ,KS
639086687402      ,10.26.131.94   ,IN
30353712724332    ,172.18.205.169 ,WA
30358892440948    ,10.69.114.171  ,ND
630428016830      ,192.168.255.125,AL
586762897831      ,172.20.228.179 ,SD
5381753570230971  ,172.19.205.78  ,MT
676195287682      ,10.236.40.117  ,MT
5359486953555122  ,172.22.231.132 ,LA
30324792695858    ,10.167.221.87  ,DE
30271926204000    ,172.20.231.173 ,IA
2226862341262514  ,10.202.225.53  ,ID
586875698001      ,192.168.111.156,WI
5393765099962005  ,172.31.155.80  ,NM
30362588132470    ,10.163.56.208  ,NH
676174658390      ,10.103.89.192  ,NH
675983022673      ,10.5.235.134   ,OR
2224807587812607  ,172.23.190.234 ,WI
575903483783      ,172.20.211.71  ,ME
588429676913      ,10.116.164.252 ,SD
5323519425087671  ,172.16.178.246 ,MT
579296380374      ,10.240.32.77   ,SC
676362708338      ,192.168.105.231,TX
676393112310      ,192.168.191.205,NM
676106092247      ,192.168.199.192,SD
30341845602830    ,10.18.128.3    ,KS
60467543512       ,10.219.134.145 ,FL
676136904999      ,172.26.94.58   ,NY
583014825454      ,172.21.38.235  ,IL
5327797583348715  ,192.168.36.117 ,PA
30224297565871    ,192.168.25.22  ,AR
30233295527387    ,172.21.129.110 ,VT
2226153823674131  ,10.90.140.99   ,IN
60433628249       ,192.168.29.105 ,WI
577103021967      ,10.208.118.72  ,RI
676274907473      ,172.25.76.197  ,NV
60463341465       ,192.168.171.98 ,MT
675988488036      ,10.248.198.87  ,TN
30271088581039    ,172.25.2.186   ,MN
60442720573       ,10.72.130.192  ,NC
30302761305840    ,172.25.108.110 ,MO
5366059760006158  ,10.48.204.198  ,NJ
60487291167       ,10.191.66.47   ,KY
5390391809120348  ,172.20.137.208 ,NM
30307135342197    ,10.155.16.3    ,KS
2226142366246852  ,10.70.41.168   ,ND
5315398950653672  ,10.19.175.24   ,IL
60420727152       ,172.30.247.51  ,CO
2224257404367510  ,172.17.117.249 ,UT
5347125069136410  ,10.19.1.164    ,MI
579330125553      ,172.22.179.104 ,MA
676194811862      ,10.229.16.90   ,KS
30308998862297    ,192.168.58.68  ,ID
30369916860417    ,192.168.100.71 ,NM
2229561777395205  ,10.197.147.219 ,NE
5368266223836075  ,172.24.224.27  ,ND
5326604092305775  ,192.168.72.38  ,NV
60478229663       ,192.168.108.122,KS
569147501518      ,192.168.225.222,MT
60440364853       ,10.238.65.187  ,CA
30211317729942    ,172.22.247.116 ,LA
2226399359138690  ,192.168.204.229,CA
30370401542858    ,192.168.101.145,WA
5388016247232041  ,192.168.196.175,UT
578536111318      ,172.18.21.227  ,AZ
30316894637341    ,10.47.124.63   ,OH
571505653048      ,192.168.61.140 ,TX
576243915211      ,10.166.150.33  ,NJ
30368776000593    ,172.21.145.5   ,NY
676269901903      ,10.194.241.78  ,DE
5304430469878038  ,172.24.255.114 ,OK
676278749236      ,192.168.13.87  ,MS
676278129173      ,192.168.162.162,KS
30319395077413    ,10.53.66.107   ,MT
5389455919755690  ,192.168.8.219  ,MT
5371229705256381  ,192.168.84.183 ,IN
676279090465      ,192.168.196.21 ,DC
567325770954      ,172.30.115.15  ,NV
630467869016      ,172.24.6.193   ,MS
30203960233520    ,192.168.192.176,TN
5370339694077911  ,192.168.90.137 ,VT
567571696747      ,10.223.170.168 ,AR
5313697919146310  ,192.168.44.242 ,WY
2229427501582635  ,10.34.37.192   ,AK
2221872992201070  ,10.89.234.82   ,DC
30372353609537    ,192.168.171.59 ,VA
639085137607      ,192.168.20.213 ,CT
30375384934063    ,10.157.229.215 ,NH
5360084191067054  ,172.23.81.53   ,SD
639041922654      ,172.17.115.17  ,NH
30331990761689    ,172.17.75.147  ,TX
676278889800      ,172.22.90.123  ,TX
2225695559916293  ,192.168.74.115 ,MT
639028795537      ,172.16.189.49  ,NY
2228329880958413  ,192.168.10.213 ,IA
5374393967792371  ,172.23.246.199 ,KS
2222194885158161  ,172.19.90.199  ,NM
566021585377      ,10.199.12.238  ,DC
2226066438964665  ,10.157.176.64  ,PA
676155495168      ,10.250.70.159  ,NJ
639040094364      ,10.182.235.53  ,ND
630453206462      ,172.25.109.59  ,NH
675929419439      ,10.72.53.136   ,TN
639012430430      ,192.168.215.248,HI
30373289199411    ,172.22.239.213 ,VA
570129516466      ,192.168.231.168,VA
30350748537563    ,172.29.218.10  ,CA
5319710072872384  ,10.63.209.250  ,WY
568177813264      ,172.16.181.123 ,DE
5379976431713034  ,10.241.71.176  ,KY
585688394089      ,172.29.254.146 ,OR
582149531888      ,192.168.131.19 ,OR
30349259547482    ,192.168.45.165 ,KS
5344808663507689  ,10.48.139.245  ,AK
676105438623      ,10.205.59.67   ,MO
5321909347623319  ,192.168.210.193,PA
567303079329      ,172.18.200.59  ,VT
5356713586764398  ,192.168.206.144,NJ
2224019286770629  ,10.218.124.160 ,KS
30274617435172    ,192.168.197.95 ,AK
676240951605      ,10.209.66.117  ,RI
639080166486      ,172.18.147.145 ,DC
639062459198      ,10.141.191.242 ,OH
586911675088      ,192.168.217.217,RI
2221267619130309  ,192.168.144.157,IN
30326702964308    ,10.240.80.53   ,ID
2228587684531831  ,192.168.213.207,AK
